name;version OLD;version NEW;URL к репозиторию;alternative;dependency;комментарий
@angular-architects/module-federation;22.0.0;22.0.0;https://registry.npmjs.org/@angular-architects/module-federation/-/module-federation-22.0.0.tgz;npm install @angular-architects/module-federation@22.0.0;direct;
@angular-architects/native-federation;22.1.2;22.1.2;https://registry.npmjs.org/@angular-architects/native-federation/-/native-federation-22.1.2.tgz;npm install @angular-architects/native-federation@22.1.2;direct;
@angular-builders/jest;22.0.1;22.0.1;https://registry.npmjs.org/@angular-builders/jest/-/jest-22.0.1.tgz;npm install @angular-builders/jest@22.0.1;direct;
@angular/animations;22.1.6;22.1.6;https://registry.npmjs.org/@angular/animations/-/animations-22.1.6.tgz;npm install @angular/animations@22.1.6;direct;
@angular/build;22.1.8;22.1.8;https://registry.npmjs.org/@angular/build/-/build-22.1.8.tgz;npm install @angular/build@22.1.8;direct;
@angular/cdk;22.1.6;22.1.6;https://registry.npmjs.org/@angular/cdk/-/cdk-22.1.6.tgz;npm install @angular/cdk@22.1.6;direct;
@angular/cli;22.1.8;22.1.8;https://registry.npmjs.org/@angular/cli/-/cli-22.1.8.tgz;npm install @angular/cli@22.1.8;direct;
@angular/common;22.1.6;22.1.6;https://registry.npmjs.org/@angular/common/-/common-22.1.6.tgz;npm install @angular/common@22.1.6;direct;
@angular/compiler;22.1.6;22.1.6;https://registry.npmjs.org/@angular/compiler/-/compiler-22.1.6.tgz;npm install @angular/compiler@22.1.6;direct;
@angular/compiler-cli;22.1.6;22.1.6;https://registry.npmjs.org/@angular/compiler-cli/-/compiler-cli-22.1.6.tgz;npm install @angular/compiler-cli@22.1.6;direct;
@angular/core;22.1.6;22.1.6;https://registry.npmjs.org/@angular/core/-/core-22.1.6.tgz;npm install @angular/core@22.1.6;direct;
@angular/forms;22.1.6;22.1.6;https://registry.npmjs.org/@angular/forms/-/forms-22.1.6.tgz;npm install @angular/forms@22.1.6;direct;
@angular/localize;22.1.6;22.1.6;https://registry.npmjs.org/@angular/localize/-/localize-22.1.6.tgz;npm install @angular/localize@22.1.6;direct;
@angular/material;22.1.6;22.1.6;https://registry.npmjs.org/@angular/material/-/material-22.1.6.tgz;npm install @angular/material@22.1.6;direct;
@angular/platform-browser;22.1.6;22.1.6;https://registry.npmjs.org/@angular/platform-browser/-/platform-browser-22.1.6.tgz;npm install @angular/platform-browser@22.1.6;direct;
@angular/platform-browser-dynamic;22.1.6;22.1.6;https://registry.npmjs.org/@angular/platform-browser-dynamic/-/platform-browser-dynamic-22.1.6.tgz;npm install @angular/platform-browser-dynamic@22.1.6;direct;
@angular/router;22.1.6;22.1.6;https://registry.npmjs.org/@angular/router/-/router-22.1.6.tgz;npm install @angular/router@22.1.6;direct;
@eslint/js;10.0.1;10.0.1;https://registry.npmjs.org/@eslint/js/-/js-10.0.1.tgz;npm install @eslint/js@10.0.1;direct;
@softarc/native-federation-node;3.5.6;3.5.6;https://registry.npmjs.org/@softarc/native-federation-node/-/native-federation-node-3.5.6.tgz;npm install @softarc/native-federation-node@3.5.6;direct;
@types/jest;30.0.0;30.0.0;https://registry.npmjs.org/@types/jest/-/jest-30.0.0.tgz;npm install @types/jest@30.0.0;direct;
angular-eslint;22.5.0;22.5.0;https://registry.npmjs.org/angular-eslint/-/angular-eslint-22.5.0.tgz;npm install angular-eslint@22.5.0;direct;
es-module-shims;2.8.4;2.8.4;https://registry.npmjs.org/es-module-shims/-/es-module-shims-2.8.4.tgz;npm install es-module-shims@2.8.4;direct;
eslint;10.10.0;10.10.0;https://registry.npmjs.org/eslint/-/eslint-10.10.0.tgz;npm install eslint@10.10.0;direct;
eslint-config-prettier;10.1.8;10.1.8;https://registry.npmjs.org/eslint-config-prettier/-/eslint-config-prettier-10.1.8.tgz;npm install eslint-config-prettier@10.1.8;direct;
jest;30.5.1;30.5.1;https://registry.npmjs.org/jest/-/jest-30.5.1.tgz;npm install jest@30.5.1;direct;
jest-environment-jsdom;30.5.1;30.5.1;https://registry.npmjs.org/jest-environment-jsdom/-/jest-environment-jsdom-30.5.1.tgz;npm install jest-environment-jsdom@30.5.1;direct;
jest-preset-angular;17.0.0;17.0.0;https://registry.npmjs.org/jest-preset-angular/-/jest-preset-angular-17.0.0.tgz;npm install jest-preset-angular@17.0.0;direct;
prettier;3.9.6;3.9.6;https://registry.npmjs.org/prettier/-/prettier-3.9.6.tgz;npm install prettier@3.9.6;direct;
rxjs;7.8.2;7.8.2;https://registry.npmjs.org/rxjs/-/rxjs-7.8.2.tgz;npm install rxjs@7.8.2;direct;
tslib;2.8.1;2.8.1;https://registry.npmjs.org/tslib/-/tslib-2.8.1.tgz;npm install tslib@2.8.1;direct;
typescript;6.0.3;6.0.3;https://registry.npmjs.org/typescript/-/typescript-6.0.3.tgz;npm install typescript@6.0.3;direct;
typescript-eslint;8.70.0;8.70.0;https://registry.npmjs.org/typescript-eslint/-/typescript-eslint-8.70.0.tgz;npm install typescript-eslint@8.70.0;direct;
zone.js;0.16.3;0.16.3;https://registry.npmjs.org/zone.js/-/zone.js-0.16.3.tgz;npm install zone.js@0.16.3;direct;
pvutils;1.2.0;1.2.0;https://registry.npmjs.org/pvutils/-/pvutils-1.2.0.tgz;npm install pvutils@1.2.0;asn1js, pkijs;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
qified;0.10.1;0.10.1;https://registry.npmjs.org/qified/-/qified-0.10.1.tgz;npm install qified@0.10.1;cacheable;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
qs;6.16.0;6.16.0;https://registry.npmjs.org/qs/-/qs-6.16.0.tgz;npm install qs@6.16.0;body-parser, express;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
queue-microtask;1.2.3;1.2.3;https://registry.npmjs.org/queue-microtask/-/queue-microtask-1.2.3.tgz;npm install queue-microtask@1.2.3;run-parallel;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
range-parser;1.3.0;1.3.0;https://registry.npmjs.org/range-parser/-/range-parser-1.3.0.tgz;npm install range-parser@1.3.0;express, send, webpack-dev-middleware;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
raw-body;3.0.2;3.0.2;https://registry.npmjs.org/raw-body/-/raw-body-3.0.2.tgz;npm install raw-body@3.0.2;@modelcontextprotocol/sdk, body-parser;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
readable-stream;3.6.2;3.6.2;https://registry.npmjs.org/readable-stream/-/readable-stream-3.6.2.tgz;npm install readable-stream@3.6.2;hpack.js, spdy-transport;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
readdirp;5.1.1;5.1.1;https://registry.npmjs.org/readdirp/-/readdirp-5.1.1.tgz;npm install readdirp@5.1.1;chokidar;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
reflect-metadata;0.2.2;0.2.2;https://registry.npmjs.org/reflect-metadata/-/reflect-metadata-0.2.2.tgz;npm install reflect-metadata@0.2.2;@angular/compiler-cli, @peculiar/x509;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
regenerate;1.4.2;1.4.2;https://registry.npmjs.org/regenerate/-/regenerate-1.4.2.tgz;npm install regenerate@1.4.2;regenerate-unicode-properties, regexpu-core;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
regenerate-unicode-properties;10.2.2;10.2.2;https://registry.npmjs.org/regenerate-unicode-properties/-/regenerate-unicode-properties-10.2.2.tgz;npm install regenerate-unicode-properties@10.2.2;regexpu-core;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
regex-parser;2.3.1;2.3.1;https://registry.npmjs.org/regex-parser/-/regex-parser-2.3.1.tgz;npm install regex-parser@2.3.1;adjust-sourcemap-loader;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
regexpu-core;6.4.0;6.4.0;https://registry.npmjs.org/regexpu-core/-/regexpu-core-6.4.0.tgz;npm install regexpu-core@6.4.0;@babel/helper-create-regexp-features-plugin;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
regjsgen;0.8.0;0.8.0;https://registry.npmjs.org/regjsgen/-/regjsgen-0.8.0.tgz;npm install regjsgen@0.8.0;regexpu-core;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
regjsparser;0.13.2;0.13.2;https://registry.npmjs.org/regjsparser/-/regjsparser-0.13.2.tgz;npm install regjsparser@0.13.2;regexpu-core;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
require-directory;2.1.1;2.1.1;https://registry.npmjs.org/require-directory/-/require-directory-2.1.1.tgz;npm install require-directory@2.1.1;yargs;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
require-from-string;2.0.2;2.0.2;https://registry.npmjs.org/require-from-string/-/require-from-string-2.0.2.tgz;npm install require-from-string@2.0.2;ajv, bidi-js;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
requires-port;1.0.0;1.0.0;https://registry.npmjs.org/requires-port/-/requires-port-1.0.0.tgz;npm install requires-port@1.0.0;http-proxy;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
resolve-cwd;3.0.0;3.0.0;https://registry.npmjs.org/resolve-cwd/-/resolve-cwd-3.0.0.tgz;npm install resolve-cwd@3.0.0;import-local;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
resolve-from;5.0.0;5.0.0;https://registry.npmjs.org/resolve-from/-/resolve-from-5.0.0.tgz;npm install resolve-from@5.0.0;@istanbuljs/load-nyc-config, import-fresh, resolve-cwd;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
resolve-pkg-maps;1.0.0;1.0.0;https://registry.npmjs.org/resolve-pkg-maps/-/resolve-pkg-maps-1.0.0.tgz;npm install resolve-pkg-maps@1.0.0;get-tsconfig;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
resolve-url-loader;5.0.0;5.0.0;https://registry.npmjs.org/resolve-url-loader/-/resolve-url-loader-5.0.0.tgz;npm install resolve-url-loader@5.0.0;@angular-devkit/build-angular;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
restore-cursor;5.1.0;5.1.0;https://registry.npmjs.org/restore-cursor/-/restore-cursor-5.1.0.tgz;npm install restore-cursor@5.1.0;cli-cursor;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
retry;0.13.1;0.13.1;https://registry.npmjs.org/retry/-/retry-0.13.1.tgz;npm install retry@0.13.1;p-retry;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
reusify;1.1.0;1.1.0;https://registry.npmjs.org/reusify/-/reusify-1.1.0.tgz;npm install reusify@1.1.0;fastq;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
rolldown;1.2.0;1.2.0;https://registry.npmjs.org/rolldown/-/rolldown-1.2.0.tgz;npm install rolldown@1.2.0;@angular/build, vite;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
router;2.2.0;2.2.0;https://registry.npmjs.org/router/-/router-2.2.0.tgz;npm install router@2.2.0;express;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
rrweb-cssom;0.8.0;0.8.0;https://registry.npmjs.org/rrweb-cssom/-/rrweb-cssom-0.8.0.tgz;npm install rrweb-cssom@0.8.0;cssstyle, jsdom;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
run-applescript;7.1.0;7.1.0;https://registry.npmjs.org/run-applescript/-/run-applescript-7.1.0.tgz;npm install run-applescript@7.1.0;bundle-name;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
run-parallel;1.2.0;1.2.0;https://registry.npmjs.org/run-parallel/-/run-parallel-1.2.0.tgz;npm install run-parallel@1.2.0;@nodelib/fs.scandir;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
safe-buffer;5.2.1;5.2.1;https://registry.npmjs.org/safe-buffer/-/safe-buffer-5.2.1.tgz;npm install safe-buffer@5.2.1;compression, content-disposition, express, readable-stream, string_decoder, websocket-driver;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
safer-buffer;2.1.2;2.1.2;https://registry.npmjs.org/safer-buffer/-/safer-buffer-2.1.2.tgz;npm install safer-buffer@2.1.2;iconv-lite;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
sass;1.101.0;1.101.0;https://registry.npmjs.org/sass/-/sass-1.101.0.tgz;npm install sass@1.101.0;@angular-devkit/build-angular, @angular/build;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
sass-loader;17.0.0;17.0.0;https://registry.npmjs.org/sass-loader/-/sass-loader-17.0.0.tgz;npm install sass-loader@17.0.0;@angular-devkit/build-angular;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
sax;1.6.1;1.6.1;https://registry.npmjs.org/sax/-/sax-1.6.1.tgz;npm install sax@1.6.1;needle;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
saxes;6.0.0;6.0.0;https://registry.npmjs.org/saxes/-/saxes-6.0.0.tgz;npm install saxes@6.0.0;jsdom;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
schema-utils;4.3.0;4.3.0;https://registry.npmjs.org/schema-utils/-/schema-utils-4.3.0.tgz;npm install schema-utils@4.3.0;@module-federation/enhanced, copy-webpack-plugin, mini-css-extract-plugin, minimizer-webpack-plugin, webpack, webpack-dev-middleware, webpack-dev-server;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
select-hose;2.0.0;2.0.0;https://registry.npmjs.org/select-hose/-/select-hose-2.0.0.tgz;npm install select-hose@2.0.0;spdy;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
selfsigned;5.5.0;5.5.0;https://registry.npmjs.org/selfsigned/-/selfsigned-5.5.0.tgz;npm install selfsigned@5.5.0;webpack-dev-server;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
semver;7.8.5;7.8.5;https://registry.npmjs.org/semver/-/semver-7.8.5.tgz;npm install semver@7.8.5;@angular-architects/module-federation, @angular-devkit/build-angular, @angular-eslint/schematics, @angular/build, @angular/cli, @angular/compiler-cli, @babel/core, @babel/helper-compilation-targets, @babel/preset-env, @softarc/native-federation-orchestrator, @typescript-eslint/typescript-estree, css-loader, istanbul-lib-instrument, jest-snapshot, make-dir, npm-package-arg, postcss-loader, ts-jest;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
send;1.2.1;1.2.1;https://registry.npmjs.org/send/-/send-1.2.1.tgz;npm install send@1.2.1;express, serve-static;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
serialize-javascript;7.1.1;7.1.1;https://registry.npmjs.org/serialize-javascript/-/serialize-javascript-7.1.1.tgz;npm install serialize-javascript@7.1.1;copy-webpack-plugin;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
serve-index;1.9.2;1.9.2;https://registry.npmjs.org/serve-index/-/serve-index-1.9.2.tgz;npm install serve-index@1.9.2;webpack-dev-server;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
serve-static;2.2.1;2.2.1;https://registry.npmjs.org/serve-static/-/serve-static-2.2.1.tgz;npm install serve-static@2.2.1;express;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
setprototypeof;1.2.0;1.2.0;https://registry.npmjs.org/setprototypeof/-/setprototypeof-1.2.0.tgz;npm install setprototypeof@1.2.0;express, http-errors;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
shallow-clone;3.0.1;3.0.1;https://registry.npmjs.org/shallow-clone/-/shallow-clone-3.0.1.tgz;npm install shallow-clone@3.0.1;clone-deep;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
shebang-command;2.0.0;2.0.0;https://registry.npmjs.org/shebang-command/-/shebang-command-2.0.0.tgz;npm install shebang-command@2.0.0;cross-spawn;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
shebang-regex;3.0.0;3.0.0;https://registry.npmjs.org/shebang-regex/-/shebang-regex-3.0.0.tgz;npm install shebang-regex@3.0.0;shebang-command;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
shell-quote;1.10.0;1.10.0;https://registry.npmjs.org/shell-quote/-/shell-quote-1.10.0.tgz;npm install shell-quote@1.10.0;launch-editor;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
side-channel;1.1.1;1.1.1;https://registry.npmjs.org/side-channel/-/side-channel-1.1.1.tgz;npm install side-channel@1.1.1;qs;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
side-channel-list;1.0.1;1.0.1;https://registry.npmjs.org/side-channel-list/-/side-channel-list-1.0.1.tgz;npm install side-channel-list@1.0.1;side-channel;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
side-channel-map;1.0.1;1.0.1;https://registry.npmjs.org/side-channel-map/-/side-channel-map-1.0.1.tgz;npm install side-channel-map@1.0.1;side-channel, side-channel-weakmap;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
side-channel-weakmap;1.0.2;1.0.2;https://registry.npmjs.org/side-channel-weakmap/-/side-channel-weakmap-1.0.2.tgz;npm install side-channel-weakmap@1.0.2;side-channel;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
signal-exit;4.1.0;4.1.0;https://registry.npmjs.org/signal-exit/-/signal-exit-4.1.0.tgz;npm install signal-exit@4.1.0;@inquirer/core, execa, foreground-child, restore-cursor, write-file-atomic;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
slash;3.0.0;3.0.0;https://registry.npmjs.org/slash/-/slash-3.0.0.tgz;npm install slash@3.0.0;@jest/console, @jest/core, @jest/reporters, @jest/test-sequencer, @jest/transform, babel-jest, jest-circus, jest-config, jest-message-util, jest-resolve, jest-runtime;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
slice-ansi;9.0.0;9.0.0;https://registry.npmjs.org/slice-ansi/-/slice-ansi-9.0.0.tgz;npm install slice-ansi@9.0.0;cli-truncate, log-update;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
sockjs;0.3.24;0.3.24;https://registry.npmjs.org/sockjs/-/sockjs-0.3.24.tgz;npm install sockjs@0.3.24;webpack-dev-server;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
source-map;0.7.6;0.7.6;https://registry.npmjs.org/source-map/-/source-map-0.7.6.tgz;npm install source-map@0.7.6;@angular-devkit/core, handlebars, resolve-url-loader, source-map-support;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
source-map-js;1.2.1;1.2.1;https://registry.npmjs.org/source-map-js/-/source-map-js-1.2.1.tgz;npm install source-map-js@1.2.1;css-tree, postcss, sass, source-map-loader;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
source-map-loader;5.0.0;5.0.0;https://registry.npmjs.org/source-map-loader/-/source-map-loader-5.0.0.tgz;npm install source-map-loader@5.0.0;@angular-devkit/build-angular;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
source-map-support;0.5.21;0.5.21;https://registry.npmjs.org/source-map-support/-/source-map-support-0.5.21.tgz;npm install source-map-support@0.5.21;@angular-devkit/build-angular, @angular/build, karma-source-map-support, terser;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
spdy;4.0.2;4.0.2;https://registry.npmjs.org/spdy/-/spdy-4.0.2.tgz;npm install spdy@4.0.2;webpack-dev-server;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
spdy-transport;3.0.0;3.0.0;https://registry.npmjs.org/spdy-transport/-/spdy-transport-3.0.0.tgz;npm install spdy-transport@3.0.0;spdy;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
sprintf-js;1.0.3;1.0.3;https://registry.npmjs.org/sprintf-js/-/sprintf-js-1.0.3.tgz;npm install sprintf-js@1.0.3;argparse;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
stack-utils;2.0.6;2.0.6;https://registry.npmjs.org/stack-utils/-/stack-utils-2.0.6.tgz;npm install stack-utils@2.0.6;jest-circus, jest-message-util;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
statuses;2.0.2;2.0.2;https://registry.npmjs.org/statuses/-/statuses-2.0.2.tgz;npm install statuses@2.0.2;express, finalhandler, http-errors, send;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
stdin-discarder;0.3.2;0.3.2;https://registry.npmjs.org/stdin-discarder/-/stdin-discarder-0.3.2.tgz;npm install stdin-discarder@0.3.2;ora;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
stream-parser;0.3.1;0.3.1;https://registry.npmjs.org/stream-parser/-/stream-parser-0.3.1.tgz;npm install stream-parser@0.3.1;probe-image-size;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
string_decoder;1.3.0;1.3.0;https://registry.npmjs.org/string_decoder/-/string_decoder-1.3.0.tgz;npm install string_decoder@1.3.0;readable-stream;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
string-length;4.0.2;4.0.2;https://registry.npmjs.org/string-length/-/string-length-4.0.2.tgz;npm install string-length@4.0.2;@jest/reporters, jest-watcher;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
string-width;8.2.2;8.2.2;https://registry.npmjs.org/string-width/-/string-width-8.2.2.tgz;npm install string-width@8.2.2;@isaacs/cliui, cli-truncate, cliui, log-update, ora, wrap-ansi, wrap-ansi-cjs, yargs;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
string-width-cjs;4.2.3;4.2.3;https://registry.npmjs.org/string-width-cjs/-/string-width-cjs-4.2.3.tgz;npm install string-width-cjs@4.2.3;@isaacs/cliui;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
strip-ansi;7.2.0;7.2.0;https://registry.npmjs.org/strip-ansi/-/strip-ansi-7.2.0.tgz;npm install strip-ansi@7.2.0;@isaacs/cliui, cliui, log-update, string-length, string-width, string-width-cjs, wrap-ansi, wrap-ansi-cjs;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
strip-ansi-cjs;6.0.1;6.0.1;https://registry.npmjs.org/strip-ansi-cjs/-/strip-ansi-cjs-6.0.1.tgz;npm install strip-ansi-cjs@6.0.1;@isaacs/cliui;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
strip-bom;4.0.0;4.0.0;https://registry.npmjs.org/strip-bom/-/strip-bom-4.0.0.tgz;npm install strip-bom@4.0.0;jest-runtime;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
strip-final-newline;2.0.0;2.0.0;https://registry.npmjs.org/strip-final-newline/-/strip-final-newline-2.0.0.tgz;npm install strip-final-newline@2.0.0;execa;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
strip-json-comments;3.1.1;3.1.1;https://registry.npmjs.org/strip-json-comments/-/strip-json-comments-3.1.1.tgz;npm install strip-json-comments@3.1.1;@angular-eslint/schematics, jest-config;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
supports-color;7.2.0;7.2.0;https://registry.npmjs.org/supports-color/-/supports-color-7.2.0.tgz;npm install supports-color@7.2.0;chalk, istanbul-lib-report, jest-worker;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
symbol-tree;3.2.4;3.2.4;https://registry.npmjs.org/symbol-tree/-/symbol-tree-3.2.4.tgz;npm install symbol-tree@3.2.4;jsdom;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
synckit;0.11.13;0.11.13;https://registry.npmjs.org/synckit/-/synckit-0.11.13.tgz;npm install synckit@0.11.13;jest-snapshot;Транзитивная зависимость. Версию менять только через npm update / пересборку lockfile; самостоятельный апгрейд может нарушить peer-зависимости родителя.
